station_id,road_name,suburb,cardinal_direction_name,classification_type,year,period,traffic_count,wgs84_latitude,wgs84_longitude
1003,Sydney Harbour Tunnel,Sydney,NORTH,UNCLASSIFIED,2018,ALL DAYS,46815,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,SOUTH,UNCLASSIFIED,2018,ALL DAYS,41218,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,NORTHBOUND AND SOUTHBOUND,UNCLASSIFIED,2018,ALL DAYS,88033,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,NORTH,UNCLASSIFIED,2018,AM PEAK,12715,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,SOUTH,UNCLASSIFIED,2018,AM PEAK,12656,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,NORTHBOUND AND SOUTHBOUND,UNCLASSIFIED,2018,AM PEAK,25371,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,NORTH,UNCLASSIFIED,2018,OFF PEAK,23094,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,SOUTH,UNCLASSIFIED,2018,OFF PEAK,19681,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,NORTHBOUND AND SOUTHBOUND,UNCLASSIFIED,2018,OFF PEAK,42775,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,NORTH,UNCLASSIFIED,2018,PM PEAK,13424,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,SOUTH,UNCLASSIFIED,2018,PM PEAK,10167,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,NORTHBOUND AND SOUTHBOUND,UNCLASSIFIED,2018,PM PEAK,23591,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,NORTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,34527,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,SOUTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,32261,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,NORTHBOUND AND SOUTHBOUND,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,66788,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,NORTH,UNCLASSIFIED,2018,WEEKDAYS,49233,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,SOUTH,UNCLASSIFIED,2018,WEEKDAYS,42504,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,NORTHBOUND AND SOUTHBOUND,UNCLASSIFIED,2018,WEEKDAYS,91737,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,NORTH,UNCLASSIFIED,2018,WEEKENDS,41715,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,SOUTH,UNCLASSIFIED,2018,WEEKENDS,39420,-33.860836,151.213791
1003,Sydney Harbour Tunnel,Sydney,NORTHBOUND AND SOUTHBOUND,UNCLASSIFIED,2018,WEEKENDS,81135,-33.860836,151.213791
1004,Western Distributor,Sydney,NORTH,UNCLASSIFIED,2018,ALL DAYS,40447,-33.86618,151.203201
1004,Western Distributor,Sydney,NORTH,UNCLASSIFIED,2018,AM PEAK,10169,-33.86618,151.203201
1004,Western Distributor,Sydney,NORTH,UNCLASSIFIED,2018,OFF PEAK,20107,-33.86618,151.203201
1004,Western Distributor,Sydney,NORTH,UNCLASSIFIED,2018,PM PEAK,11859,-33.86618,151.203201
1004,Western Distributor,Sydney,NORTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,27082,-33.86618,151.203201
1004,Western Distributor,Sydney,NORTH,UNCLASSIFIED,2018,WEEKDAYS,42135,-33.86618,151.203201
1004,Western Distributor,Sydney,NORTH,UNCLASSIFIED,2018,WEEKENDS,36090,-33.86618,151.203201
1011,Cahill Expressway,Sydney,SOUTH,UNCLASSIFIED,2018,ALL DAYS,20802,-33.86129,151.209854
1011,Cahill Expressway,Sydney,SOUTH,UNCLASSIFIED,2018,AM PEAK,6261,-33.86129,151.209854
1011,Cahill Expressway,Sydney,SOUTH,UNCLASSIFIED,2018,OFF PEAK,9847,-33.86129,151.209854
1011,Cahill Expressway,Sydney,SOUTH,UNCLASSIFIED,2018,PM PEAK,6128,-33.86129,151.209854
1011,Cahill Expressway,Sydney,SOUTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,11269,-33.86129,151.209854
1011,Cahill Expressway,Sydney,SOUTH,UNCLASSIFIED,2018,WEEKDAYS,22236,-33.86129,151.209854
1011,Cahill Expressway,Sydney,SOUTH,UNCLASSIFIED,2018,WEEKENDS,16986,-33.86129,151.209854
2015,City Road,Camperdown,NORTH,UNCLASSIFIED,2018,ALL DAYS,21019,-33.888699,151.191421
2015,City Road,Camperdown,SOUTH,UNCLASSIFIED,2018,ALL DAYS,17329,-33.888699,151.191421
2015,City Road,Camperdown,BOTH,UNCLASSIFIED,2018,ALL DAYS,38348,-33.888699,151.191421
2015,City Road,Camperdown,NORTH,UNCLASSIFIED,2018,AM PEAK,6288,-33.888699,151.191421
2015,City Road,Camperdown,SOUTH,UNCLASSIFIED,2018,AM PEAK,3043,-33.888699,151.191421
2015,City Road,Camperdown,BOTH,UNCLASSIFIED,2018,AM PEAK,9331,-33.888699,151.191421
2015,City Road,Camperdown,NORTH,UNCLASSIFIED,2018,OFF PEAK,10673,-33.888699,151.191421
2015,City Road,Camperdown,SOUTH,UNCLASSIFIED,2018,OFF PEAK,9466,-33.888699,151.191421
2015,City Road,Camperdown,BOTH,UNCLASSIFIED,2018,OFF PEAK,20139,-33.888699,151.191421
2015,City Road,Camperdown,NORTH,UNCLASSIFIED,2018,PM PEAK,4694,-33.888699,151.191421
2015,City Road,Camperdown,SOUTH,UNCLASSIFIED,2018,PM PEAK,5109,-33.888699,151.191421
2015,City Road,Camperdown,BOTH,UNCLASSIFIED,2018,PM PEAK,9803,-33.888699,151.191421
2015,City Road,Camperdown,NORTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,15753,-33.888699,151.191421
2015,City Road,Camperdown,SOUTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,13258,-33.888699,151.191421
2015,City Road,Camperdown,BOTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,29011,-33.888699,151.191421
2015,City Road,Camperdown,NORTH,UNCLASSIFIED,2018,WEEKDAYS,21655,-33.888699,151.191421
2015,City Road,Camperdown,SOUTH,UNCLASSIFIED,2018,WEEKDAYS,17618,-33.888699,151.191421
2015,City Road,Camperdown,BOTH,UNCLASSIFIED,2018,WEEKDAYS,39273,-33.888699,151.191421
2015,City Road,Camperdown,NORTH,UNCLASSIFIED,2018,WEEKENDS,19152,-33.888699,151.191421
2015,City Road,Camperdown,SOUTH,UNCLASSIFIED,2018,WEEKENDS,16378,-33.888699,151.191421
2015,City Road,Camperdown,BOTH,UNCLASSIFIED,2018,WEEKENDS,35530,-33.888699,151.191421
2062,Enmore Road,Newtown,NORTH,UNCLASSIFIED,2018,ALL DAYS,14910,-33.898201,151.177399
2062,Enmore Road,Newtown,SOUTH,UNCLASSIFIED,2018,ALL DAYS,13614,-33.898201,151.177399
2062,Enmore Road,Newtown,BOTH,UNCLASSIFIED,2018,ALL DAYS,28524,-33.898201,151.177399
2062,Enmore Road,Newtown,NORTH,UNCLASSIFIED,2018,AM PEAK,4893,-33.898201,151.177399
2062,Enmore Road,Newtown,SOUTH,UNCLASSIFIED,2018,AM PEAK,2020,-33.898201,151.177399
2062,Enmore Road,Newtown,BOTH,UNCLASSIFIED,2018,AM PEAK,6913,-33.898201,151.177399
2062,Enmore Road,Newtown,NORTH,UNCLASSIFIED,2018,OFF PEAK,7320,-33.898201,151.177399
2062,Enmore Road,Newtown,SOUTH,UNCLASSIFIED,2018,OFF PEAK,7616,-33.898201,151.177399
2062,Enmore Road,Newtown,BOTH,UNCLASSIFIED,2018,OFF PEAK,14936,-33.898201,151.177399
2062,Enmore Road,Newtown,NORTH,UNCLASSIFIED,2018,PM PEAK,3223,-33.898201,151.177399
2062,Enmore Road,Newtown,SOUTH,UNCLASSIFIED,2018,PM PEAK,4226,-33.898201,151.177399
2062,Enmore Road,Newtown,BOTH,UNCLASSIFIED,2018,PM PEAK,7449,-33.898201,151.177399
2062,Enmore Road,Newtown,NORTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,11059,-33.898201,151.177399
2062,Enmore Road,Newtown,SOUTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,11008,-33.898201,151.177399
2062,Enmore Road,Newtown,BOTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,22067,-33.898201,151.177399
2062,Enmore Road,Newtown,NORTH,UNCLASSIFIED,2018,WEEKDAYS,15436,-33.898201,151.177399
2062,Enmore Road,Newtown,SOUTH,UNCLASSIFIED,2018,WEEKDAYS,13862,-33.898201,151.177399
2062,Enmore Road,Newtown,BOTH,UNCLASSIFIED,2018,WEEKDAYS,29298,-33.898201,151.177399
2062,Enmore Road,Newtown,NORTH,UNCLASSIFIED,2018,WEEKENDS,13626,-33.898201,151.177399
2062,Enmore Road,Newtown,SOUTH,UNCLASSIFIED,2018,WEEKENDS,13117,-33.898201,151.177399
2062,Enmore Road,Newtown,BOTH,UNCLASSIFIED,2018,WEEKENDS,26743,-33.898201,151.177399
2243,Eastern Distributor,Darlinghurst,NORTH,UNCLASSIFIED,2018,ALL DAYS,11319,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,SOUTH,UNCLASSIFIED,2018,ALL DAYS,14722,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,BOTH,UNCLASSIFIED,2018,ALL DAYS,26041,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,NORTH,UNCLASSIFIED,2018,AM PEAK,3030,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,SOUTH,UNCLASSIFIED,2018,AM PEAK,2684,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,BOTH,UNCLASSIFIED,2018,AM PEAK,5714,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,NORTH,UNCLASSIFIED,2018,OFF PEAK,5848,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,SOUTH,UNCLASSIFIED,2018,OFF PEAK,7665,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,BOTH,UNCLASSIFIED,2018,OFF PEAK,13513,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,NORTH,UNCLASSIFIED,2018,PM PEAK,2507,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,SOUTH,UNCLASSIFIED,2018,PM PEAK,4757,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,BOTH,UNCLASSIFIED,2018,PM PEAK,7264,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,NORTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,9307,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,SOUTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,11026,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,BOTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,20333,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,NORTH,UNCLASSIFIED,2018,WEEKDAYS,11385,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,SOUTH,UNCLASSIFIED,2018,WEEKDAYS,15106,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,BOTH,UNCLASSIFIED,2018,WEEKDAYS,26491,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,NORTH,UNCLASSIFIED,2018,WEEKENDS,11097,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,SOUTH,UNCLASSIFIED,2018,WEEKENDS,13726,-33.884388,151.217804
2243,Eastern Distributor,Darlinghurst,BOTH,UNCLASSIFIED,2018,WEEKENDS,24823,-33.884388,151.217804
2277,Lee Street,Chippendale,NORTH,UNCLASSIFIED,2018,ALL DAYS,11075,-33.884666,151.203171
2277,Lee Street,Chippendale,NORTH,UNCLASSIFIED,2018,AM PEAK,2918,-33.884666,151.203171
2277,Lee Street,Chippendale,NORTH,UNCLASSIFIED,2018,OFF PEAK,5926,-33.884666,151.203171
2277,Lee Street,Chippendale,NORTH,UNCLASSIFIED,2018,PM PEAK,2689,-33.884666,151.203171
2277,Lee Street,Chippendale,NORTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,6856,-33.884666,151.203171
2277,Lee Street,Chippendale,NORTH,UNCLASSIFIED,2018,WEEKDAYS,11533,-33.884666,151.203171
2277,Lee Street,Chippendale,NORTH,UNCLASSIFIED,2018,WEEKENDS,9783,-33.884666,151.203171
2309,O'riordan Street,Alexandria,NORTH,UNCLASSIFIED,2018,ALL DAYS,13085,-33.907532,151.200974
2309,O'riordan Street,Alexandria,SOUTH,UNCLASSIFIED,2018,ALL DAYS,12732,-33.907532,151.200974
2309,O'riordan Street,Alexandria,BOTH,UNCLASSIFIED,2018,ALL DAYS,25817,-33.907532,151.200974
2309,O'riordan Street,Alexandria,NORTH,UNCLASSIFIED,2018,AM PEAK,3185,-33.907532,151.200974
2309,O'riordan Street,Alexandria,SOUTH,UNCLASSIFIED,2018,AM PEAK,3621,-33.907532,151.200974
2309,O'riordan Street,Alexandria,BOTH,UNCLASSIFIED,2018,AM PEAK,6806,-33.907532,151.200974
2309,O'riordan Street,Alexandria,NORTH,UNCLASSIFIED,2018,OFF PEAK,7072,-33.907532,151.200974
2309,O'riordan Street,Alexandria,SOUTH,UNCLASSIFIED,2018,OFF PEAK,6476,-33.907532,151.200974
2309,O'riordan Street,Alexandria,BOTH,UNCLASSIFIED,2018,OFF PEAK,13548,-33.907532,151.200974
2309,O'riordan Street,Alexandria,NORTH,UNCLASSIFIED,2018,PM PEAK,3366,-33.907532,151.200974
2309,O'riordan Street,Alexandria,SOUTH,UNCLASSIFIED,2018,PM PEAK,3488,-33.907532,151.200974
2309,O'riordan Street,Alexandria,BOTH,UNCLASSIFIED,2018,PM PEAK,6854,-33.907532,151.200974
2309,O'riordan Street,Alexandria,NORTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,9687,-33.907532,151.200974
2309,O'riordan Street,Alexandria,SOUTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,8367,-33.907532,151.200974
2309,O'riordan Street,Alexandria,BOTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,18054,-33.907532,151.200974
2309,O'riordan Street,Alexandria,NORTH,UNCLASSIFIED,2018,WEEKDAYS,13623,-33.907532,151.200974
2309,O'riordan Street,Alexandria,SOUTH,UNCLASSIFIED,2018,WEEKDAYS,13585,-33.907532,151.200974
2309,O'riordan Street,Alexandria,BOTH,UNCLASSIFIED,2018,WEEKDAYS,27208,-33.907532,151.200974
2309,O'riordan Street,Alexandria,NORTH,UNCLASSIFIED,2018,WEEKENDS,11788,-33.907532,151.200974
2309,O'riordan Street,Alexandria,SOUTH,UNCLASSIFIED,2018,WEEKENDS,10580,-33.907532,151.200974
2309,O'riordan Street,Alexandria,BOTH,UNCLASSIFIED,2018,WEEKENDS,22368,-33.907532,151.200974
02377B,George Street,NULL,BOTH,UNCLASSIFIED,2018,ALL DAYS,34673,-33.883911,151.202667
02377B,George Street,NULL,EAST,UNCLASSIFIED,2018,ALL DAYS,20770,-33.883911,151.202667
02377B,George Street,NULL,WEST,UNCLASSIFIED,2018,ALL DAYS,13903,-33.883911,151.202667
02377B,George Street,NULL,BOTH,UNCLASSIFIED,2018,AM PEAK,7368,-33.883911,151.202667
02377B,George Street,NULL,EAST,UNCLASSIFIED,2018,AM PEAK,5165,-33.883911,151.202667
02377B,George Street,NULL,WEST,UNCLASSIFIED,2018,AM PEAK,2203,-33.883911,151.202667
02377B,George Street,NULL,BOTH,UNCLASSIFIED,2018,OFF PEAK,19207,-33.883911,151.202667
02377B,George Street,NULL,EAST,UNCLASSIFIED,2018,OFF PEAK,11485,-33.883911,151.202667
02377B,George Street,NULL,WEST,UNCLASSIFIED,2018,OFF PEAK,7722,-33.883911,151.202667
02377B,George Street,NULL,BOTH,UNCLASSIFIED,2018,PM PEAK,9141,-33.883911,151.202667
02377B,George Street,NULL,EAST,UNCLASSIFIED,2018,PM PEAK,4868,-33.883911,151.202667
02377B,George Street,NULL,WEST,UNCLASSIFIED,2018,PM PEAK,4273,-33.883911,151.202667
02377B,George Street,NULL,BOTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,26894,-33.883911,151.202667
02377B,George Street,NULL,EAST,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,16128,-33.883911,151.202667
02377B,George Street,NULL,WEST,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,10766,-33.883911,151.202667
02377B,George Street,NULL,BOTH,UNCLASSIFIED,2018,WEEKDAYS,35716,-33.883911,151.202667
02377B,George Street,NULL,EAST,UNCLASSIFIED,2018,WEEKDAYS,21518,-33.883911,151.202667
02377B,George Street,NULL,WEST,UNCLASSIFIED,2018,WEEKDAYS,14198,-33.883911,151.202667
02377B,George Street,NULL,BOTH,UNCLASSIFIED,2018,WEEKENDS,32349,-33.883911,151.202667
02377B,George Street,NULL,EAST,UNCLASSIFIED,2018,WEEKENDS,19131,-33.883911,151.202667
02377B,George Street,NULL,WEST,UNCLASSIFIED,2018,WEEKENDS,13218,-33.883911,151.202667
2379,Western Distributor,Pyrmont,EAST,UNCLASSIFIED,2018,ALL DAYS,51939,-33.8741,151.19487
2379,Western Distributor,Pyrmont,EAST,UNCLASSIFIED,2018,AM PEAK,16436,-33.8741,151.19487
2379,Western Distributor,Pyrmont,EAST,UNCLASSIFIED,2018,OFF PEAK,25191,-33.8741,151.19487
2379,Western Distributor,Pyrmont,EAST,UNCLASSIFIED,2018,PM PEAK,11827,-33.8741,151.19487
2379,Western Distributor,Pyrmont,EAST,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,34571,-33.8741,151.19487
2379,Western Distributor,Pyrmont,EAST,UNCLASSIFIED,2018,WEEKDAYS,53454,-33.8741,151.19487
2379,Western Distributor,Pyrmont,EAST,UNCLASSIFIED,2018,WEEKENDS,48365,-33.8741,151.19487
2381,Western Distributor,Ultimo,BOTH,UNCLASSIFIED,2018,ALL DAYS,33604,-33.874912,151.197159
2381,Western Distributor,Ultimo,EAST,UNCLASSIFIED,2018,ALL DAYS,20000,-33.874912,151.197159
2381,Western Distributor,Ultimo,WEST,UNCLASSIFIED,2018,ALL DAYS,13604,-33.874912,151.197159
2381,Western Distributor,Ultimo,BOTH,UNCLASSIFIED,2018,AM PEAK,9014,-33.874912,151.197159
2381,Western Distributor,Ultimo,EAST,UNCLASSIFIED,2018,AM PEAK,5276,-33.874912,151.197159
2381,Western Distributor,Ultimo,WEST,UNCLASSIFIED,2018,AM PEAK,3738,-33.874912,151.197159
2381,Western Distributor,Ultimo,BOTH,UNCLASSIFIED,2018,OFF PEAK,17450,-33.874912,151.197159
2381,Western Distributor,Ultimo,EAST,UNCLASSIFIED,2018,OFF PEAK,10288,-33.874912,151.197159
2381,Western Distributor,Ultimo,WEST,UNCLASSIFIED,2018,OFF PEAK,7162,-33.874912,151.197159
2381,Western Distributor,Ultimo,BOTH,UNCLASSIFIED,2018,PM PEAK,9161,-33.874912,151.197159
2381,Western Distributor,Ultimo,EAST,UNCLASSIFIED,2018,PM PEAK,5388,-33.874912,151.197159
2381,Western Distributor,Ultimo,WEST,UNCLASSIFIED,2018,PM PEAK,3773,-33.874912,151.197159
2381,Western Distributor,Ultimo,BOTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,20411,-33.874912,151.197159
2381,Western Distributor,Ultimo,EAST,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,11621,-33.874912,151.197159
2381,Western Distributor,Ultimo,WEST,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,8790,-33.874912,151.197159
2381,Western Distributor,Ultimo,BOTH,UNCLASSIFIED,2018,WEEKDAYS,35625,-33.874912,151.197159
2381,Western Distributor,Ultimo,EAST,UNCLASSIFIED,2018,WEEKDAYS,20952,-33.874912,151.197159
2381,Western Distributor,Ultimo,WEST,UNCLASSIFIED,2018,WEEKDAYS,14673,-33.874912,151.197159
2381,Western Distributor,Ultimo,BOTH,UNCLASSIFIED,2018,WEEKENDS,28357,-33.874912,151.197159
2381,Western Distributor,Ultimo,EAST,UNCLASSIFIED,2018,WEEKENDS,17442,-33.874912,151.197159
2381,Western Distributor,Ultimo,WEST,UNCLASSIFIED,2018,WEEKENDS,10915,-33.874912,151.197159
2384,Cleveland Street,Redfern,EAST,UNCLASSIFIED,2018,ALL DAYS,18401,-33.888908,151.200851
2384,Cleveland Street,Redfern,EAST,UNCLASSIFIED,2018,AM PEAK,4924,-33.888908,151.200851
2384,Cleveland Street,Redfern,EAST,UNCLASSIFIED,2018,OFF PEAK,9662,-33.888908,151.200851
2384,Cleveland Street,Redfern,EAST,UNCLASSIFIED,2018,PM PEAK,4012,-33.888908,151.200851
2384,Cleveland Street,Redfern,EAST,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,13130,-33.888908,151.200851
2384,Cleveland Street,Redfern,EAST,UNCLASSIFIED,2018,WEEKDAYS,18598,-33.888908,151.200851
2384,Cleveland Street,Redfern,EAST,UNCLASSIFIED,2018,WEEKENDS,18008,-33.888908,151.200851
2385,Regent Street,Redfern,NORTH,UNCLASSIFIED,2018,ALL DAYS,24018,-33.889572,151.201599
2385,Regent Street,Redfern,SOUTH,UNCLASSIFIED,2018,ALL DAYS,28142,-33.889572,151.201599
2385,Regent Street,Redfern,BOTH,UNCLASSIFIED,2018,ALL DAYS,52160,-33.889572,151.201599
2385,Regent Street,Redfern,NORTH,UNCLASSIFIED,2018,AM PEAK,6263,-33.889572,151.201599
2385,Regent Street,Redfern,SOUTH,UNCLASSIFIED,2018,AM PEAK,6870,-33.889572,151.201599
2385,Regent Street,Redfern,BOTH,UNCLASSIFIED,2018,AM PEAK,13133,-33.889572,151.201599
2385,Regent Street,Redfern,NORTH,UNCLASSIFIED,2018,OFF PEAK,12435,-33.889572,151.201599
2385,Regent Street,Redfern,SOUTH,UNCLASSIFIED,2018,OFF PEAK,14903,-33.889572,151.201599
2385,Regent Street,Redfern,BOTH,UNCLASSIFIED,2018,OFF PEAK,27338,-33.889572,151.201599
2385,Regent Street,Redfern,NORTH,UNCLASSIFIED,2018,PM PEAK,6368,-33.889572,151.201599
2385,Regent Street,Redfern,SOUTH,UNCLASSIFIED,2018,PM PEAK,7660,-33.889572,151.201599
2385,Regent Street,Redfern,BOTH,UNCLASSIFIED,2018,PM PEAK,14028,-33.889572,151.201599
2385,Regent Street,Redfern,NORTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,15091,-33.889572,151.201599
2385,Regent Street,Redfern,SOUTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,18902,-33.889572,151.201599
2385,Regent Street,Redfern,BOTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,33993,-33.889572,151.201599
2385,Regent Street,Redfern,NORTH,UNCLASSIFIED,2018,WEEKDAYS,25066,-33.889572,151.201599
2385,Regent Street,Redfern,SOUTH,UNCLASSIFIED,2018,WEEKDAYS,29433,-33.889572,151.201599
2385,Regent Street,Redfern,BOTH,UNCLASSIFIED,2018,WEEKDAYS,54499,-33.889572,151.201599
2385,Regent Street,Redfern,NORTH,UNCLASSIFIED,2018,WEEKENDS,21319,-33.889572,151.201599
2385,Regent Street,Redfern,SOUTH,UNCLASSIFIED,2018,WEEKENDS,24575,-33.889572,151.201599
2385,Regent Street,Redfern,BOTH,UNCLASSIFIED,2018,WEEKENDS,45894,-33.889572,151.201599
2393,Crown Street,Darlinghurst,NORTH,UNCLASSIFIED,2018,ALL DAYS,5768,-33.874722,151.216217
2393,Crown Street,Darlinghurst,SOUTH,UNCLASSIFIED,2018,ALL DAYS,4103,-33.874722,151.216217
2393,Crown Street,Darlinghurst,BOTH,UNCLASSIFIED,2018,ALL DAYS,9871,-33.874722,151.216217
2393,Crown Street,Darlinghurst,NORTH,UNCLASSIFIED,2018,AM PEAK,1290,-33.874722,151.216217
2393,Crown Street,Darlinghurst,SOUTH,UNCLASSIFIED,2018,AM PEAK,972,-33.874722,151.216217
2393,Crown Street,Darlinghurst,BOTH,UNCLASSIFIED,2018,AM PEAK,2262,-33.874722,151.216217
2393,Crown Street,Darlinghurst,NORTH,UNCLASSIFIED,2018,OFF PEAK,3271,-33.874722,151.216217
2393,Crown Street,Darlinghurst,SOUTH,UNCLASSIFIED,2018,OFF PEAK,2148,-33.874722,151.216217
2393,Crown Street,Darlinghurst,BOTH,UNCLASSIFIED,2018,OFF PEAK,5419,-33.874722,151.216217
2393,Crown Street,Darlinghurst,NORTH,UNCLASSIFIED,2018,PM PEAK,1258,-33.874722,151.216217
2393,Crown Street,Darlinghurst,SOUTH,UNCLASSIFIED,2018,PM PEAK,1069,-33.874722,151.216217
2393,Crown Street,Darlinghurst,BOTH,UNCLASSIFIED,2018,PM PEAK,2327,-33.874722,151.216217
2393,Crown Street,Darlinghurst,NORTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,4460,-33.874722,151.216217
2393,Crown Street,Darlinghurst,SOUTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,2815,-33.874722,151.216217
2393,Crown Street,Darlinghurst,BOTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,7275,-33.874722,151.216217
2393,Crown Street,Darlinghurst,NORTH,UNCLASSIFIED,2018,WEEKDAYS,5819,-33.874722,151.216217
2393,Crown Street,Darlinghurst,SOUTH,UNCLASSIFIED,2018,WEEKDAYS,4189,-33.874722,151.216217
2393,Crown Street,Darlinghurst,BOTH,UNCLASSIFIED,2018,WEEKDAYS,10008,-33.874722,151.216217
2393,Crown Street,Darlinghurst,NORTH,UNCLASSIFIED,2018,WEEKENDS,5639,-33.874722,151.216217
2393,Crown Street,Darlinghurst,SOUTH,UNCLASSIFIED,2018,WEEKENDS,3890,-33.874722,151.216217
2393,Crown Street,Darlinghurst,BOTH,UNCLASSIFIED,2018,WEEKENDS,9529,-33.874722,151.216217
2396,King Street,Newtown,NORTH,UNCLASSIFIED,2018,ALL DAYS,10055,-33.898334,151.178238
2396,King Street,Newtown,SOUTH,UNCLASSIFIED,2018,ALL DAYS,10008,-33.898334,151.178238
2396,King Street,Newtown,BOTH,UNCLASSIFIED,2018,ALL DAYS,20063,-33.898334,151.178238
2396,King Street,Newtown,NORTH,UNCLASSIFIED,2018,AM PEAK,2999,-33.898334,151.178238
2396,King Street,Newtown,SOUTH,UNCLASSIFIED,2018,AM PEAK,1469,-33.898334,151.178238
2396,King Street,Newtown,BOTH,UNCLASSIFIED,2018,AM PEAK,4468,-33.898334,151.178238
2396,King Street,Newtown,NORTH,UNCLASSIFIED,2018,OFF PEAK,5223,-33.898334,151.178238
2396,King Street,Newtown,SOUTH,UNCLASSIFIED,2018,OFF PEAK,5571,-33.898334,151.178238
2396,King Street,Newtown,BOTH,UNCLASSIFIED,2018,OFF PEAK,10794,-33.898334,151.178238
2396,King Street,Newtown,NORTH,UNCLASSIFIED,2018,PM PEAK,1895,-33.898334,151.178238
2396,King Street,Newtown,SOUTH,UNCLASSIFIED,2018,PM PEAK,2832,-33.898334,151.178238
2396,King Street,Newtown,BOTH,UNCLASSIFIED,2018,PM PEAK,4727,-33.898334,151.178238
2396,King Street,Newtown,NORTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,8454,-33.898334,151.178238
2396,King Street,Newtown,SOUTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,8238,-33.898334,151.178238
2396,King Street,Newtown,BOTH,UNCLASSIFIED,2018,PUBLIC HOLIDAYS,16692,-33.898334,151.178238
