brand,name,address,latitude,longitude
United,United Petroleum Ourimbah,"51 Pacific Highway, OURIMBAH NSW 2258",-33.3602495,151.369454
United,United Petroleum Pambula,"Corner Quondola Street & Bullara Street, Pambula NSW 2549",-36.931026,149.87439
United,United Prairiewood,"522 Smithfield Road, Prairiewood NSW 2176",-33.872234,150.900077
Coles Express,Coles Express Pagewood,"297-299 Bunnerong Road, Pagewood NSW 2035",-33.940709,151.228515
United,United Petroleum Singleton,"59 John Street, Singleton NSW 2330",-32.567442,151.165312
United,United Petroleum Tamworth,"419-437 Goonoo-Goonoo Road, Tamworth NSW 2340",-31.12838,150.923617
Coles Express,Coles Express Northmead,"100 Briens Road, Northmead NSW 2152",-33.796012,150.989391
United,United Petroleum Viney Creek,"Lot 12, 51 Pacific Highway, Viney Creek NSW 2324",-32.615336,152.080012
United,United Petroleum Waterloo,"941-953 Burke Road, Waterloo NSW 2147",-33.901909,151.208229
United,United Petroleum North Wyong,"359 Pacific Highway, North Wyong NSW 2259",-33.26991,151.442725
United,United Petroleum Yagoona,"100 Rookwood Road, Yagoona NSW 2199",-33.899234,151.036938
Caltex Woolworths,Caltex Woolworths Minto,"2 Cary Grove (Cnr Ben Lomond Drive), Minto NSW 2566",-34.0261407,150.8368202
Coles Express,Coles Express North Ryde,"96 Wicks Road, North Ryde NSW 2113",-33.794129,151.126785
Caltex Woolworths,Caltex Woolworths Granville,"158 Clyde Street (Cnr Redfern St), Granville NSW 2142",-33.8462345,151.0124897
Caltex Woolworths,Caltex Woolworths Bankstown,"1618 Canterbury Road (Cnr Gow Street), Punchbowl NSW 2196",-33.933895,151.039135
Caltex Woolworths,Caltex Woolworths Glen Innes,"143 Meade Street, Glen Innes NSW 2370",-29.737562,151.737848
Caltex Woolworths,Caltex Woolworths Rutherford,"300 New England Highway, Rutherford NSW 2320",-32.714802,151.525136
Caltex Woolworths,Caltex Woolworths Merrylands,"185 Pitt Street, MERRYLANDS NSW 2160",-33.8340678,150.991741
Caltex Woolworths,Caltex Woolworths Bulli,"261-265 Princes Highway, Bulli NSW 2516",-34.335613,150.913262
Caltex Woolworths,Caltex Woolworths Bega,"100 Gipps Street, Bega NSW 2550",-36.675586,149.843223
Caltex Woolworths,Caltex Woolworths Nambucca Heads,"115 Mann St, NAMBUCCA HEADS NSW 2448",-30.639298,152.988645
Caltex Woolworths,Caltex Woolworths Lakewood,"108 Sirus Drive, Lakewood NSW 2443",-31.63495,152.755832
Caltex Woolworths,Caltex Woolworths Katoomba,"52 Great Western Hwy (cnr Albion St), Katoomba NSW 2780",-33.707222,150.306559
Coles Express,Coles Express Pymble,"21 Ryde Rd, Pymble NSW 2073",-33.751974,151.143905
Caltex Woolworths,Caltex Woolworths Cardiff,"43 Macquarie Road, Cardiff NSW 2285",-32.941121,151.657873
Caltex Woolworths,Caltex Woolworths Cowra,"13 Railway Lane, Cowra NSW 2646",-33.836289,148.692688
Caltex Woolworths,Caltex Woolworths Kempsey,"77 Smith Street, Kempsey NSW 2440",-31.077739,152.843013
Caltex Woolworths,Caltex Woolworths Ingleburn,"12-14 Norfolk Street, Ingleburn NSW 2565",-33.999957,150.864748
Caltex Woolworths,Caltex Woolworths Windsor,"11 Macquarie Street, Windsor NSW 2756",-33.605672,150.823313
Caltex Woolworths,Caltex Woolworths Mayfield,"262 Maitland Rd (Pacific Highway), Islington NSW 2296",-32.910273,151.745664
Caltex Woolworths,Caltex Woolworths Seven Hills North,"1/155 Prospect Highway, Seven Hills NSW 2147",-33.769545,150.942085
Caltex Woolworths,Caltex Woolworths Macquarie Fields,"Brooks St (Glenquarie Shopping Centre), Macquarie Fields NSW 2564",-33.98779,150.890155
Caltex Woolworths,Caltex Woolworths Bomaderry,"272 Princes Highway, Bomaderry NSW 2541",-34.840492,150.59503
Caltex Woolworths,Caltex Woolworths Tuggerah North,"186 Pacific Highway, Tuggerah NSW 2259",-33.293826,151.422447
Coles Express,Coles Express Green Valley,"Cowpasture Rd & Green Valley, Green Valley NSW 2168",-33.899565,150.856186
Caltex Woolworths,Caltex Woolworths Kelso,"171 Sydney Road, KELSO NSW 2795",-33.4197921,149.6177156
Caltex Woolworths,Caltex Woolworths Strathfield,"287 Liverpool Road, Burwood NSW 2134",-33.885396,151.093689
Caltex Woolworths,Caltex Woolworths Wellington,"79 Lee Street, Wellington NSW 2820",-32.548637,148.94087
Caltex Woolworths,Caltex Woolworths Narellan,"316 Camden Valley Way, Narellan NSW 2567",-34.040992,150.735311
Caltex Woolworths,Caltex Woolworths Woolooware,"449 Captain Cook Drive, Woolooware NSW 2230",-34.038651,151.143747
Caltex Woolworths,Caltex Woolworths Blakehurst,"390 Princes Highway, Blakehurst NSW 2221",-33.990209,151.113624
Caltex Woolworths,Caltex Woolworths Dubbo,"Cnr Mitchell Hwy and Wheelers Lane, Dubbo NSW 2830",-32.256425,148.63264
Caltex Woolworths,Caltex Woolworths Goulburn,"12 Verner Street, GOULBURN NSW 2580",-34.758332,149.716775
Caltex Woolworths,Caltex Woolworths Young,"Cnr Lovell & Thornhill Sts, Young NSW 2594",-34.3108494,148.2905897
Coles Express,Coles Express Kingsford,"48-56 Gardeners Road, Kingsford NSW 2032",-33.925019,151.225704
Caltex Woolworths,Caltex Woolworths Eaglevale,"Eaglevale Road (Eaglevale Market Place), Eagle Vale NSW 2558",-34.031827,150.81579
Caltex Woolworths,Caltex Woolworths Cootamundra,"88 Murray Street, Cootamundra NSW 2590",-34.636302,148.024963
Caltex Woolworths,Caltex Woolworths Green Hills,"Molly Morgan Drive (Stockland Green Hills), East Maitland NSW 2323",-32.761794,151.592765
Caltex Woolworths,Caltex Woolworths Cooma,"Cnr Bombala & Massie Streets, Cooma NSW 2630",-36.233592,149.12668
Caltex Woolworths,Caltex Woolworths Emu Plains,"283 Great Western Hwy (Cnr Russell St), Emu Plains NSW 2750",-33.753751,150.653086
Caltex Woolworths,Caltex Woolworths Forster,"16 Breese Parade, Forster NSW 2428",-32.199973,152.52235
Caltex Woolworths,Caltex Woolworths Marsfield,"Cnr Epping & Balaclava Road, Marsfield NSW 2122",-33.778378,151.107365
Caltex Woolworths,Caltex Woolworths Plumpton,"Jersey Road (Plumpton Market Place), Plumpton NSW 2761",-33.744743,150.83688
Coles Express,Coles Express Woolloomooloo,"61-63 Cowper Wharf Rd (Cnr Dowling St), Woolloomooloo NSW 2011",-33.869507,151.221345
Caltex Woolworths,Caltex Woolworths Park Beach Plaza,"Pacific Hwy (Park Beach Plaza), Coffs Harbour NSW 2450",-30.280944,153.131961
Caltex Woolworths,Caltex Woolworths Warilla,"43-57 Shellharbour Rd (Warilla Grove Shopping Centre), Warilla NSW 2528",-34.547275,150.863711
Caltex Woolworths,Caltex Woolworths Glendale,"Stockland Drive (Stockland Shopping Centre), Glendale NSW 2285",-32.932449,151.64031
Caltex Woolworths,Caltex Woolworths Raymond Terrace,"39-41 Port Stephens Rd (Cnr Bourke St), Raymond Terrace NSW 2324",-32.760281,151.744188
Caltex Woolworths,Caltex Woolworths Richmond,"Cnr Lennox & East Market Streets, Richmond NSW 2753",-33.60055,150.751324
Caltex Woolworths,Caltex Woolworths Temora,"Cnr. Polaris & Hoskins Streets, Temora NSW 2666",-34.443265,147.53186
Caltex Woolworths,Caltex Woolworths Queanbeyan,"196 Crawford Street, Queanbeyan NSW 2620",-35.351599,149.233485
Coles Express,Coles Express Taren Point,"102-108 Taren Point Road, Taren Point NSW 2229",-34.020123,151.122117
Coles Express,Coles Express Stanmore,"308-310 Parramatta Road, Stanmore NSW 2048",-33.888444,151.164376
Caltex Woolworths,Caltex Woolworths Morisset,"125 Dora Street, Morisset NSW 2264",-33.111578,151.481614
Caltex Woolworths,Caltex Woolworths Mount Hutton,"Wilsons Road (Lake Macquarie Fair), Mount Hutton NSW 2290",-32.983699,151.673112
Caltex Woolworths,Caltex Woolworths Dapto,"83 Byamee Street, Dapto NSW 2530",-34.495174,150.796093
Caltex Woolworths,Caltex Woolworths Moorebank,"Cnr Dredge & Stockton Avenue, Moorebank NSW 2170",-33.931329,150.948838
Caltex Woolworths,Caltex Woolworths Shellharbour,"New Lake Entrance Road (Shellharbour City Centre), Shellharbour NSW 2529",-34.564539,150.82999
Caltex Woolworths,Caltex Woolworths Mount Druitt,"North Parade (Mt Druitt Market Place), Mount Druitt NSW 2770",-33.768693,150.818689
Caltex Woolworths,Caltex Woolworths Port Macquarie,"1 Bay Street, Port Macquarie NSW 2444",-31.427736,152.895785
Caltex Woolworths,Caltex Woolworths Gunnedah,"18-22 Tempest Street, Gunnedah NSW 2380",-30.976233,150.248262
Caltex Woolworths,Caltex Woolworths Chullora,"97 Hume Highway, Chullora NSW 2190",-33.891915,151.05747
Caltex Woolworths,Caltex Woolworths Blacktown,"41 - 43 Third Avenue, Blacktown NSW 2148",-33.76467,150.908728
Coles Express,Coles Express West Ryde,"1032-1036 Victoria Rd, West Ryde NSW 2114",-33.807472,151.085203
Caltex Woolworths,Caltex Woolworths Edgeworth,"736-742 Main Road, Edgeworth NSW 2285",-32.924441,151.620267
Caltex Woolworths,Caltex Woolworths Albion Park,"Cnr Russell & Terry Street, Albion Park NSW 2527",-34.572038,150.775133
Caltex Woolworths,Caltex Woolworths Parkes,"78 Currajong St (Cnr Bushman Street), Parkes NSW 2870",-33.133565,148.175244
Caltex Woolworths,Caltex Woolworths Tamworth,"119 Bridge Street (Cnr Belmore St), Tamworth NSW 2340",-31.093607,150.916778
Caltex Woolworths,Caltex Woolworths Wagga Central,"17 Forsyth Street, Wagga Wagga NSW 2650",-35.114191,147.374081
Caltex Woolworths,Caltex Woolworths Nowra,"58 North Street, Nowra NSW 2541",-34.872606,150.601471
Caltex Woolworths,Caltex Woolworths Moree,"215 Balo Street, Moree NSW 2400",-29.467022,149.841302
Caltex Woolworths,Caltex Woolworths Scone,"254 Kelly St, Scone NSW 2337",-32.057776,150.87078
Caltex Woolworths,Caltex Woolworths Bonnyrigg,"100 Bonnyrigg Avenue, Bonnyrigg NSW 2177",-33.886886,150.887134
Coles Express,Coles Express Pennant Hills,"386 Pennant Hills Rd, Pennant Hills NSW 2120",-33.739291,151.068059
Caltex Woolworths,Caltex Woolworths Forbes,"26 Dowling Street (Cnr Newell Hwy), Forbes NSW 2871",-33.381408,148.011117
Caltex Woolworths,Caltex Woolworths Chester Hill,"35 Woodville Road (cnr Alpha), Chester Hill NSW 2162",-33.866702,150.98867
Caltex Woolworths,Caltex Woolworths Belmont,"397 Pacific Highway, Belmont NSW 2280",-33.024545,151.663437
Caltex Woolworths,Caltex Woolworths Campbelltown,"48-50 Blaxland Road, Campbelltown NSW 2560",-34.061182,150.811929
Caltex Woolworths,Caltex Woolworths Emu Heights,"132 Old Bathurst Road, Emu Plains NSW 2750",-33.742959,150.655985
Caltex Woolworths,Caltex Woolworths Kellyville,"662 Windsor Rd (cnr Meriville Rd), Kellyville NSW 2155",-33.699492,150.927937
Caltex Woolworths,Caltex Woolworths Marayong,"Cnr Vardys & Turbo Roads, Marayong NSW 2148",-33.745298,150.904211
Caltex Woolworths,Caltex Woolworths Mount Annan,"157 Narellan Rd (Cnr Smeaton Grange Rd), Mount Annan NSW 2567",-34.046929,150.760992
Caltex Woolworths,Caltex Woolworths Maitland,"48 Denman Street (entrance via Ken Tubman Drive), Maitland NSW 2320",-32.732209,151.551216
Caltex Woolworths,Caltex Woolworths North Liverpool,"67 Orange Grove Road, Liverpool NSW 2170",-33.907074,150.917878
Coles Express,Coles Express Thornleigh,"188-190 Pennant Hills Rd, Thornleigh NSW 2120",-33.725031,151.085021
Caltex Woolworths,Caltex Woolworths Kingswood,"66 Parker Street (Cnr Copeland St), Penrith NSW 2747",-33.755021,150.712972
Caltex Woolworths,Caltex Woolworths Prestons,"2203 Camden Valley Way, PRESTONS NSW 2170",-33.9556626,150.8724366
Caltex Woolworths,Caltex Woolworths Vineyard,"1432 Windsor Rd (cnr Woodlands St), Vineyard NSW 2765",-33.656004,150.872319
Caltex Woolworths,Caltex Woolworths Werrington,"574 Great Western Hwy, Werrington NSW 2747",-33.768334,150.75667
Caltex Woolworths,Caltex Woolworths Leichardt,"774 Parramatta Road, Lewisham NSW 2049",-33.890314,151.147982
Caltex Woolworths,Caltex Woolworths Tura Beach,"3-5 Tura Beach Drive (Cnr Sapphire Coast Drive), Tura Beach NSW 2548",-36.864159,149.915438
Coles Express,Coles Express Wahroonga,"1601 Pacific Hwy & Coonanbarra Rd, Wahroonga NSW 2076",-33.719557,151.11588
Caltex Woolworths,Caltex Woolworths Armidale,"244A Beardy Street, Armidale NSW 2350",-30.512437,151.661443
Caltex Woolworths,Caltex Woolworths Berkshire Park,"770 Richmond Road, Berkshire Park NSW 2765",-33.6664,150.801058
Caltex Woolworths,Caltex Woolworths North Narrabeen,"1412-1414 Pittwater Road, North Narrabeen NSW 2101",-33.700918,151.299765
Caltex Woolworths,Caltex Woolworths Jerrabomberra,"10 Limestone Drive, Jerrabomberra NSW 2619",-35.38075,149.200092
Caltex Woolworths,Caltex Woolworths Tahmoor,"Cnr Thirlmere Way & Remembrance Drive, Tahmoor NSW 2573",-34.22234,150.592942
Caltex Woolworths,Caltex Woolworths Griffith,"29 Banna Avenue, Griffith NSW 2680",-34.289367,146.059856
Caltex Woolworths,Caltex Woolworths Bass Hill,"862 Hume Highway, Bass Hill NSW 2197",-33.901064,150.999178
Caltex Woolworths,Caltex Woolworths Glenmore Park,"Cnr. Glenmore Parkway & Main Street, Glenmore Park NSW 2745",-33.788734,150.667816
Caltex Woolworths,Caltex Woolworths Menai,"Cnr Allison Cres & Old Menai Road, Menai NSW 2234",-34.015212,151.014943
Caltex Woolworths,Caltex Woolworths Roselands,"218 King Georges Road, Roselands NSW 2196",-33.933021,151.073497
Coles Express,Coles Express St Ives,"179-181 Mona Vale Rd, St Ives NSW 2075",-33.731206,151.157571
Caltex Woolworths,Caltex Woolworths Seven Hills,"240 Prospect Highway, Seven Hills NSW 2147",-33.776264,150.933269
Caltex Woolworths,Caltex Woolworths Unanderra,"110-112 Princes Hwy, UNANDERRA NSW 2526",-34.4548783,150.8445751
Caltex Woolworths,Caltex Woolworths Wollongong West,"425 Crown Street, Wollongong West NSW 2500",-34.426275,150.879733
Caltex Woolworths,Caltex Woolworths Tuggerah,"24-26 Gavenlock Road, Tuggerah NSW 2259",-33.309213,151.414834
Caltex Woolworths,Caltex Woolworths Inverell,"262 Byron Street, Inverell NSW 2360",-29.768522,151.118626
Caltex Woolworths,Caltex Woolworths Gosford,"522 Pacific Highway (Cnr Renwick Rd), Wyoming NSW 2250",-33.404473,151.350109
Caltex Woolworths,Caltex Woolworths Orange,"357-361 Summer St (Cnr William), Orange NSW 2800",-33.284467,149.105345
Coles Express,Coles Express Salamander Bay,"163 Salamander Way, Salamander Bay NSW 2317",-32.737565,152.10681
Caltex Woolworths,Caltex Woolworths Lansvale,"136 Hume Highway (cnr Hollywood Drive), Lansvale NSW 2166",-33.894706,150.958185
Caltex Woolworths,Caltex Woolworths Rosemeadow,"3 Thomas Rose Drive, Rosemeadow NSW 2560",-34.100062,150.798709
Caltex Woolworths,Caltex Woolworths Bowral,"2-4 Banyette Street (Cnr Station St), Bowral NSW 2576",-34.481158,150.415338
Caltex Woolworths,Caltex Woolworths Muswellbrook,"Cnr Brook & Sowerby Streets, Muswellbrook NSW 2333",-32.263316,150.890686
Caltex Woolworths,Caltex Woolworths Warabrook,"3 Angaphora Drive, Warabrook NSW 2304",-32.886835,151.719164
Caltex Woolworths,Caltex Woolworths Cessnock,"220 Wollombi Road, Cessnock NSW 2325",-32.832469,151.354367
Caltex Woolworths,Caltex Woolworths Macarthur Square,"Macarthur Gardens Village U 57 100 Gilchrist Drive, CAMPBELLTOWN NSW 2560",-34.077654,150.796821
Caltex Woolworths,Caltex Woolworths Bathurst,"74 Bentinck Street (Cnr Russell), Bathurst NSW 2795",-33.420352,149.581731
Caltex Woolworths,Caltex Woolworths Singleton,"Cnr Ryan Avenue & Burn Lane, Singleton NSW 2330",-32.564936,151.165807
Coles Express,Coles Express Lane Cove,"378 Pacific Hwy (Cnr Allison Ave), Lane Cove NSW 2066",-33.81408,151.176944
Caltex Woolworths,Caltex Woolworths Prospect,"360 Flushcombe Road, Prospect NSW 2148",-33.796389,150.904594
Caltex Woolworths,Caltex Woolworths Burwood,"400 Parramatta Road, Burwood NSW 2134",-33.868681,151.101546
Caltex Woolworths,Caltex Woolworths Corrimal,"275-277 Princes Highway, Corrimal NSW 2518",-34.375297,150.896293
Caltex Woolworths,Caltex Woolworths Leeton,"Cnr Warnoon & Palm Avenue, Leeton NSW 2705",-34.549975,146.399071
Caltex Woolworths,Caltex Woolworths Glenrose,"60 Glenn Street, Belrose NSW 2085",-33.740061,151.209098
Caltex Woolworths,Caltex Woolworths Vincentia,"Cnr Naval College Rd & Moona Creek Rd, Vincentia NSW 2540",-35.075723,150.654892
Caltex Woolworths,Caltex Woolworths Moruya,"2808 Princes Hwy (cnr Ford St), Moruya NSW 2537",-35.919661,150.083677
Coles Express,Coles Express Willoughby,"612-626 Willoughby Rd Cnr Penkivil St, WILLOUGHBY NSW 2068",-33.805867,151.19891
Caltex Woolworths,Caltex Woolworths Fairfield Heights,"163 The Boulevarde (Cnr Pery St), Fairfield Heights NSW 2165",-33.866565,150.937851
Caltex Woolworths,Caltex Woolworths Taree,"70-76 Manning Street (Cnr Wynter St), Taree NSW 2340",-31.909879,152.458871
Caltex Woolworths,Caltex Woolworths Carnes Hill,"Kurrajong Road (Carnes Hill Marketplace), Hoxton Park NSW 2171",-33.936143,150.844187
Caltex Woolworths,Caltex Woolworths Tumut,"29-37 Fitzroy St (Cnr Herlihy St), Tumut NSW 2720",-35.300081,148.22425
Caltex Woolworths,Caltex Woolworths Miranda,"Cnr The Kingsway & Port Hacking Road, Miranda NSW 2228",-34.034961,151.112571
Caltex Woolworths,Caltex Woolworths Umina,"337 West Street (Cnr Ocean Beach Road), Umina NSW 2257",-33.520972,151.31706
Caltex Woolworths,Caltex Woolworths Newington,"1 Avenue of the Americas, Newington NSW 2127",-33.833789,151.055651
Caltex Woolworths,Caltex Woolworths Lake Cathie,"1609 Ocean Drive, Lake Cathie NSW 2445",-31.553067,152.854277
Coles Express,Coles Express Cammeray,"477-483 Miller St & Palmer St, Cammeray NSW 2062",-33.821107,151.210613
Caltex Woolworths,Caltex Woolworths Rockdale,"314 Princes Highway (Cnr Banksia Street), Banksia NSW 2216",-33.945681,151.141696
Caltex Woolworths,Caltex Woolworths Chatswood East,"364-366 Eastern Valley Way, Chatswood East NSW 2067",-33.786662,151.201055
Caltex Woolworths,Caltex Woolworths Surry Hills,"475 Cleveland St, Redfern NSW 2016",-33.892242,151.216086
Caltex Woolworths,Caltex Woolworths Brookvale,"756 Pittwater Rd (Cnr West St), Brookvale NSW 2100",-33.761653,151.276273
Caltex Woolworths,Caltex Woolworths Turramurra,"1233 Pacific Highway, Turramurra NSW 2074",-33.73316,151.131317
Caltex Woolworths,Caltex Woolworths Newport,"348 Barrenjoey Road, Newport NSW 2106",-33.655608,151.320225
Caltex Woolworths,Caltex Woolworths Gloucester,"115-115 Church Street, Gloucester NSW 2422",-32.010063,151.958133
Caltex Woolworths,Caltex Woolworths Dural,"532 Old Northern Road, Dural NSW 2158",-33.693507,151.020331
Caltex Woolworths,Caltex Woolworths Lithgow,"41 Lithgow Street (Cnr Mort Street), Lithgow NSW 2790",-33.483221,150.15319
Coles Express,Coles Express Dapto,"152-158 Princes Hwy, Dapto NSW 2530",-34.496178,150.792324
Coles Express,Coles Express Forestville,"665-671 Warringah Rd (Cnr Cook St), Forestville NSW 2087",-33.76068,151.218168
Caltex Woolworths,Caltex Woolworths Fairy Meadow,"47 Princes Highway, Fairy Meadow NSW 2519",-34.393972,150.892534
Caltex Woolworths,Caltex Woolworths Batemans Bay,"27 Vesper Street (Cnr Princes Hwy & Guy St), Batemans Bay NSW 2536",-35.712184,150.174188
Caltex Woolworths,Caltex Woolworths Hoxton Park,"490 Cowpasture Road, Hoxton Park NSW 2171",-33.915883,150.854738
Caltex Woolworths,Caltex Woolworths Marrickville,"490 Illawarra Road (Cnr Hill Street), Marrickville NSW 2204",-33.918487,151.146002
Caltex Woolworths,Caltex Woolworths Campbelltown Mall,"90-94 Queen Street (Cnr Broughton Street), Campbelltown NSW 2560",-34.063525,150.8174
Caltex Woolworths,Caltex Woolworths Peakhurst,"742 Forest Road, Peakhurst NSW 2210",-33.957531,151.068137
Caltex Woolworths,Caltex Woolworths Moama,"2 Perricoota Rd, Moama NSW 2731",-36.106522,144.75068
Caltex Woolworths,Caltex Woolworths Kogarah,"69 Princes Hwy (cnr Gladstone St), Kogarah NSW 2217",-33.963237,151.137173
Coles Express,Coles Express Neutral Bay,"200-204 Ben Boyd Rd (Cnr Ernest St), Neutral Bay NSW 2089",-33.829109,151.219571
Caltex Woolworths,Caltex Woolworths Lake Munmorah,"Cnr Pacific Highway & Tall Timbers Road, Lake Munmorah NSW 2259",-33.189138,151.559879
Caltex Woolworths,Caltex Woolworths Greenacre,"51 Roberts Road (Cnr Amarina St), Greenacre NSW 2190",-33.90031,151.065549
Caltex Woolworths,Caltex Woolworths Byron Bay,"76-78 Shirley Street, Byron Bay NSW 2481",-28.640009,153.603377
Caltex Woolworths,Caltex Woolworths Lismore,"99 Diadem Street, Lismore NSW 2480",-28.811859,153.287079
Caltex Woolworths,Caltex Woolworths Ballina,"44 Pacific Hwy (Cnr Kerr & Bangalow Sts), Ballina NSW 2478",-28.858257,153.560575
Caltex Woolworths,Caltex Woolworths Tweed Heads Sth,"98-100 Minjungbal Drive (Pacific Hwy), Tweed Heads NSW 2486",-28.204932,153.544834
Caltex Woolworths,Caltex Woolworths Grafton,"75-77 Fitzroy Street, Grafton NSW 2460",-29.692185,152.934371
Caltex Woolworths,Caltex Woolworths Casino,"130 Canterbury St (Cnr The Summerland Way), Casino NSW 2470",-28.862314,153.04645
Caltex Woolworths,Caltex Woolworths Goonellabah,"2 Simeoni Drive, Goonellabah NSW 2480",-28.821413,153.327793
Caltex Woolworths,Caltex Woolworths Lavington,"370 Griffith Rd, Lavington NSW 2641",-36.048211,146.937444
Coles Express,Coles Express Armidale,"89-93 Marsh St, Armidale NSW 2350",-30.512969,151.669795
Caltex Woolworths,Caltex Woolworths Albury,"515 Young Street, Albury NSW 2640",-36.080631,146.923522
Caltex Woolworths,Caltex Woolworths Corowa,"Cnr Queen & Parliament Streets, Corowa NSW 2646",-36.000344,146.390444
Caltex Woolworths,Caltex Woolworths Broken Hill,"Cnr Galena & Mercury Sts, Broken Hill NSW 2880",-31.961944,141.449201
Caltex Woolworths,Caltex Woolworths Ulladulla,"155-157 Princes Highway, Ulladulla NSW 2539",-35.363187,150.472685
Caltex,Caltex Ingleburn,"4 Lancaster St, Ingleburn NSW 2565",-33.98932,150.866828
Caltex Woolworths,Caltex Woolworths Orange North,"1 Hanrahan Place (Cnr Leeds Pde), Orange NSW 2800",-33.258964,149.11354
Caltex Woolworths,Caltex Woolworths Charlestown,"93 Pacific Highway, Charlestown NSW 2290",-32.966249,151.695725
Caltex Woolworths,Caltex Woolworths Spring Farm,"254a Richardson Street, Spring Farm NSW 2570",-34.068448,150.729793
Coles Express,Coles Express Batehaven,"198 Beach Road, Batehaven NSW 2536",-35.726711,150.194503
Caltex Woolworths,Caltex Woolworths Moss Vale,"609 Argyle Street, Moss Vale NSW 2577",-34.554154,150.360937
Caltex,Caltex Wollongong North,"9 Flinders St, Wollongong North NSW 2500",-34.415048,150.893164
Coles Express,Coles Express Hexham,"21 Maitland Road, Hexham NSW 2322",-32.846766,151.693388
Caltex,Caltex Belrose,"153 Forest Way, Belrose NSW 2085",-33.734749,151.221219
Coles Express,Coles Express Brookvale,"198 Harbord Rd (Cnr Winbourne Rd), Brookvale NSW 2100",-33.76328,151.27958
Coles Express,Coles Express Narrabeen,"1418 Pittwater Rd, Narrabeen NSW 2101",-33.700102,151.300198
Coles Express,Coles Express Avalon Beach,"2 Avalon Pde (Cnr Barrenjoey Rd), Avalon Beach NSW 2107",-33.636355,151.330203
Coles Express,Coles Express Wagga Wagga,"353-355 Edward St, Wagga Wagga NSW 2650",-35.115993,147.350992
Coles Express,Coles Express Gundagai,"Mount St & Middle St, Gundagai NSW 2722",-35.081865,148.09403
Coles Express,Coles Express Warrawong,"26-30 King Street, Warrawong NSW 2502",-34.482786,150.886932
Coles Express,Coles Express Kempsey,"165 Smith St (Cnr Cochrane St), Kempsey NSW 2440",-31.070066,152.845405
Coles Express,Coles Express Grafton,"91 Bent St (Cnr Spring St), Grafton NSW 2460",-29.705992,152.939922
Caltex,Caltex Lavington,"436 Wagga Rd Cnr Dick Rd, Lavington NSW 2641",-36.045062,146.944305
Coles Express,Coles Express Annandale,"124-126 Johnston Street, Annandale NSW 2038",-33.880918,151.170629
Caltex,Caltex Kempsey South,"52 Lachlan St, Kempsey South NSW 2440",-31.093618,152.837045
Coles Express,Coles Express Drummoyne,"39- 51 Victoria Rd, Drummoyne NSW 2047",-33.856044,151.158938
Caltex,Caltex Coffs Harbour,"157 Orlando St, Coffs Harbour NSW 2450",-30.289691,153.130799
Coles Express,Coles Express Lidcombe,"18 Parramatta Road, Lidcombe NSW 2141",-33.853927,151.059248
Caltex Woolworths,Caltex North Ryde,"41-43 Epping Rd Cnr Wicks Rd, North Ryde NSW 2113",-33.79145,151.131185
Coles Express,Coles Express Strathfield,"9 Albert Rd, Strathfield NSW 2135",-33.870803,151.092355
Coles Express,Coles Express Muswellbrook,"148 Bridge Street (Cnr Hill St), Muswellbrook NSW 2333",-32.261251,150.889162
Caltex,Caltex Menai,"Menai Rd Cnr Carter Rd, Menai NSW 2234",-34.016776,151.012339
Caltex,Caltex Greenacre,"87-91 Roberts Rd Cnr Moondo St, Greenacre NSW 2190",-33.904684,151.064461
Coles Express,Coles Express Maitland,"233 High St (Cnr Smith St), Maitland NSW 2320",-32.739161,151.562124
Caltex,Caltex Leppington,"1370-1380 Camden Valley Hwy, LEPPINGTON NSW 2179",-33.96491,150.817738
Coles Express,Coles Express Rutherford,"118 New England Hwy, Rutherford NSW 2320",-32.721089,151.538981
Caltex Woolworths,Caltex Gosford West,"30A Pacific Hwy, Gosford West NSW 2250",-33.427704,151.319141
Coles Express,Coles Express Raymond Terrace,"105 Pacific Hwy (Cnr Kangaroo St), Raymond Terrace NSW 2324",-32.760979,151.748708
Caltex,Caltex Windsor South,"741 George St, Windsor South NSW 2756",-33.638526,150.785041
Caltex,Caltex Casino,"96 Centre St, Casino NSW 2470",-28.865396,153.045065
Caltex,Caltex Luddenham,"19 The Northern Rd, Luddenham NSW 2745",-33.875383,150.689754
Coles Express,Coles Express Heathcote,"1355 Princess Hwy (Cnr Oliver Rd), Heathcote NSW 2233",-34.087761,151.007418
Coles Express,Coles Express Umina,"1-3 Sydney Ave (Cnr Ocean Beach Rd), Umina NSW 2257",-33.521144,151.316491
Caltex Woolworths,Caltex Wyong,"M1 Southbound, Wyong NSW 2259",-33.252841,151.405549
Coles Express,Coles Express Kariong,"6-8 Pacific Hwy, Kariong NSW 2250",-33.434374,151.29598
Caltex Woolworths,Caltex Wyong,"M1 Northbound, Wyong NSW 2259",-33.256253,151.402518
Caltex,Caltex Eastern Creek,"M4 Motorway Eastbound, Eastern Creek NSW 2766",-33.801667,150.886009
Caltex,Caltex Eastern Creek,"M4 Motorway Westbound, Eastern Creek NSW 2766",-33.802429,150.882865
Caltex Woolworths,Caltex Wyong,"M1 Southbound, Wyong NSW 2259",-33.253679,151.404885
Caltex Woolworths,Caltex Wyong,"M1 Northbound, Wyong NSW 2259",-33.255965,151.402726
Coles Express,Coles Express Broadmeadow,"2 Brunker Rd, Broadmeadow NSW 2292",-32.925089,151.736426
